stat_week,m,d,user id,stats_trackers_created,stats_sent_notifications_desktop,stats_gmail_insights_viewed,stats_insights_viewed,stats_activities_zapier,stats_stream_viewed
42,10,20,689,1,1,0,0,0,2
42,10,20,690,1,1,2,0,0,10
42,10,20,691,1,29,1,0,0,1
42,10,20,692,1,1,17,0,0,3
42,10,20,693,4,1,7,0,0,1
42,10,20,694,2,3,0,0,0,3
42,10,20,695,1,1,0,0,0,2
42,10,20,696,1,2,8,0,0,2
42,10,20,697,21,29,53,0,0,2
42,10,20,698,1,0,0,0,0,2
42,10,20,699,1,1,0,0,0,1
42,10,20,700,1,2,0,0,0,5
42,10,20,701,1,1,0,0,0,3
42,10,20,702,1,1,0,0,0,5
42,10,20,703,1,1,0,0,0,2
42,10,20,704,1,3,5,0,0,3
42,10,20,705,1,1,0,0,0,1
42,10,20,706,1,1,0,0,0,1
42,10,20,707,1,2,0,0,0,2
42,10,20,708,1,3,1,0,0,3
42,10,20,709,1,2,5,0,0,4
42,10,20,710,3,6,14,4,0,4
42,10,20,711,2,3,0,0,0,2
42,10,20,712,1,1,1,0,0,2
42,10,20,713,7,6,11,0,0,0
42,10,20,714,1,2,5,0,0,6
42,10,20,715,1,1,0,0,0,1
42,10,20,716,1,1,3,0,0,1
42,10,20,717,1,4,2,0,0,10
42,10,20,718,1,1,2,0,0,1
42,10,20,719,1,1,0,0,0,0
42,10,20,720,1,1,0,0,0,3
42,10,20,721,1,1,11,0,0,4
42,10,20,722,1,1,1,0,0,2
42,10,20,723,1,1,23,0,0,3
42,10,20,724,4,2,8,0,0,2
42,10,20,725,2,2,22,0,0,2
42,10,20,726,4,9,23,0,0,14
42,10,20,727,1,4,0,0,0,3
42,10,20,728,4,3,2,0,0,5
42,10,20,729,1,1,1,0,0,3
42,10,20,730,1,1,0,0,0,3
42,10,20,731,2,1,3,0,0,3
42,10,20,732,1,2,0,0,0,2
42,10,20,733,1,2,0,0,0,8
42,10,20,734,1,1,1,0,0,3
42,10,20,735,1,1,0,0,0,2
42,10,20,736,3,7,15,0,0,10
42,10,20,737,1,1,0,0,0,3
42,10,20,738,1,1,1,0,0,2
42,10,20,739,1,2,0,0,0,5
42,10,20,740,1,1,2,0,0,1
42,10,20,741,1,1,1,0,0,5
42,10,20,742,1,2,0,0,0,2
42,10,20,743,1,1,0,0,0,1
42,10,20,744,1,2,1,0,0,2
42,10,20,745,1,3,0,0,0,6
42,10,20,746,1,1,0,0,0,4
42,10,20,747,1,1,0,0,0,6
42,10,20,748,1,8,0,0,0,5
42,10,20,749,3,11,10,0,0,1
42,10,20,750,3,4,0,0,0,2
42,10,20,751,3,2,4,0,0,1
42,10,20,752,1,1,0,0,0,5
42,10,20,753,3,9,4,0,0,2
42,10,20,754,2,4,4,0,0,6
42,10,20,755,1,1,0,0,0,1
42,10,20,756,1,2,0,0,0,0
42,10,20,757,3,4,1,0,0,2
42,10,20,758,2,1,0,0,0,2
42,10,20,759,5,4,9,0,0,1
42,10,20,760,1,4,0,0,0,5
42,10,20,761,1,1,0,0,0,5
42,10,20,762,2,4,1,0,0,3
41,10,19,763,1,1,0,0,0,2
41,10,19,764,2,1,0,0,0,8
41,10,19,765,1,1,0,0,0,2
41,10,19,766,1,1,0,0,0,1
41,10,19,767,2,2,1,0,0,2
41,10,19,768,2,2,3,0,0,4
41,10,19,769,1,2,0,0,0,2
41,10,19,770,1,3,0,0,0,4
41,10,19,771,1,2,0,0,0,2
41,10,19,772,1,1,0,0,0,2
41,10,19,773,1,1,0,0,0,1
41,10,19,774,1,2,0,0,0,0
41,10,19,775,1,1,2,0,0,2
41,10,19,776,6,3,0,0,0,3
41,10,19,777,1,2,0,0,0,1
41,10,19,778,2,1,0,0,0,7
41,10,19,779,2,2,2,0,0,1
41,10,19,780,1,2,0,0,0,3
41,10,19,781,2,7,1,0,0,3
41,10,19,782,1,2,4,0,0,2
41,10,19,783,1,2,0,0,0,2
41,10,19,784,1,1,0,0,0,2
41,10,19,785,1,1,0,0,0,1
41,10,19,786,1,1,0,0,0,2
41,10,19,787,1,1,0,0,0,1
41,10,19,788,2,2,3,0,0,2
41,10,19,789,1,2,1,0,0,2
41,10,19,790,1,3,0,0,0,3
41,10,19,791,1,2,0,0,0,3
41,10,19,792,1,2,0,0,0,3
41,10,19,793,1,1,7,0,0,2
41,10,19,794,1,1,0,0,0,2
41,10,19,795,1,1,0,0,0,5
41,10,19,796,1,1,0,0,0,3
41,10,19,797,1,2,0,0,0,2
41,10,19,798,1,1,0,0,0,1
41,10,19,799,2,13,20,0,0,2
41,10,19,800,1,1,42,0,0,2
41,10,19,801,8,17,21,0,0,4
41,10,19,802,2,1,2,0,0,7
41,10,19,803,1,1,2,0,0,1
41,10,19,804,1,1,0,0,0,2
41,10,19,805,1,1,1,0,0,1
41,10,19,806,1,4,1,0,0,4
41,10,19,807,1,2,0,0,0,3
41,10,19,808,1,3,0,0,0,2
41,10,19,809,1,4,1,0,0,7
41,10,19,810,5,5,0,0,0,9
41,10,19,811,1,2,0,0,0,0
41,10,19,812,1,1,0,0,0,3
41,10,19,813,1,3,0,0,0,3
41,10,19,814,1,2,0,0,0,3
41,10,19,815,1,1,0,0,0,2
41,10,19,816,2,3,6,0,0,6
41,10,19,817,1,2,1,0,0,2
41,10,19,818,1,1,0,0,0,2
41,10,19,819,1,2,0,0,0,6
41,10,19,820,1,1,1,0,0,2
41,10,19,821,1,1,0,0,0,2
41,10,19,822,1,1,2,0,0,3
41,10,19,823,2,4,9,0,0,3
41,10,19,824,2,0,1,0,0,3
41,10,19,825,3,3,0,0,0,2
41,10,19,826,2,0,1,0,0,1
41,10,19,827,1,1,4,0,0,2
41,10,19,828,1,1,0,0,0,2
41,10,19,829,1,1,0,0,0,2
41,10,19,830,1,1,1,0,0,2
41,10,19,831,2,2,0,0,0,3
41,10,19,832,2,2,1,0,0,8
41,10,19,833,1,1,0,0,0,7
41,10,19,834,1,1,0,0,0,3
41,10,19,835,1,1,6,0,0,2
41,10,19,836,1,1,0,0,0,3
41,10,19,837,1,2,1,0,0,4
41,10,19,838,1,1,1,0,0,1
41,10,19,839,9,2,19,0,0,1
41,10,19,840,1,1,0,0,0,5
41,10,19,841,2,1,4,0,0,2
41,10,19,842,1,1,0,0,0,2
41,10,19,843,1,1,0,0,0,2
41,10,19,844,1,1,0,0,0,2
41,10,19,845,1,1,1,0,0,4
41,10,19,846,1,2,0,0,0,3
41,10,19,847,1,1,0,0,0,1
41,10,19,848,1,1,0,0,0,1
41,10,19,849,1,1,0,0,0,1
41,10,19,850,1,1,1,0,0,5
41,10,19,851,1,1,0,0,0,1
41,10,19,852,1,3,0,0,0,4
41,10,19,853,1,1,0,0,0,1
41,10,19,854,2,1,1,0,0,2
41,10,19,855,1,2,9,0,0,2
41,10,19,856,1,1,2,0,0,3
41,10,19,857,1,1,0,0,0,2
41,10,19,858,1,1,0,0,0,4
41,10,19,859,1,1,0,0,0,2
41,10,19,860,1,1,0,0,0,3
41,10,19,861,1,1,2,0,0,4
41,10,19,862,1,5,0,0,0,2
41,10,19,863,3,1,3,0,0,4
41,10,19,864,1,1,0,0,0,2
41,10,19,865,1,2,1,0,0,1
41,10,18,866,1,1,0,0,0,2
41,10,18,867,3,2,5,0,0,5
41,10,18,868,5,8,8,0,0,24
41,10,18,869,2,4,0,0,0,10
41,10,18,870,2,3,1,0,0,4
41,10,18,871,1,6,0,0,0,2
41,10,18,872,2,3,1,8,0,4
41,10,18,873,2,1,4,0,0,2
41,10,18,874,1,4,1,0,0,3
41,10,18,875,2,1,1,0,0,3
41,10,18,876,1,2,0,0,0,4
41,10,18,877,1,3,1,0,0,7
41,10,18,878,2,2,4,0,0,4
41,10,18,879,1,1,1,0,0,1
41,10,18,880,1,1,0,0,0,3
41,10,18,881,2,1,1,0,0,5
41,10,18,882,1,1,0,0,0,2
41,10,18,883,2,7,1,0,0,1
41,10,18,884,1,3,4,0,0,2
41,10,18,885,3,4,2,0,0,10
41,10,18,886,2,7,7,0,0,4
41,10,18,887,1,1,0,0,0,4
41,10,18,888,1,3,0,0,0,3
41,10,18,889,1,1,0,0,0,1
41,10,18,890,1,4,0,0,0,3
41,10,18,891,1,4,0,0,0,2
41,10,18,892,1,2,0,0,0,2
41,10,18,893,1,1,0,0,0,1
41,10,18,894,2,2,4,0,0,4
41,10,18,895,3,2,2,0,0,4
41,10,18,896,1,1,3,0,0,2
41,10,18,897,1,1,0,0,0,3
41,10,18,898,2,2,1,0,0,6
41,10,18,899,1,1,0,0,0,1
41,10,18,900,1,2,0,0,0,4
41,10,18,901,1,2,1,0,0,4
41,10,18,902,1,1,0,0,0,2
41,10,18,903,1,1,0,0,0,3
41,10,18,904,1,1,0,0,0,4
41,10,18,905,2,2,1,0,0,0
41,10,18,906,2,2,14,0,0,5
41,10,18,907,1,1,0,0,0,3
41,10,18,908,1,1,1,0,0,2
41,10,18,909,1,2,1,0,0,0
41,10,18,910,1,1,0,0,0,1
41,10,18,911,2,1,4,0,0,2
41,10,18,912,1,2,0,0,0,2
41,10,18,913,1,2,19,0,0,4
41,10,18,914,1,1,1,0,0,1
41,10,18,915,1,1,0,0,0,0
41,10,18,916,2,1,3,0,0,3
41,10,18,917,1,1,0,0,0,1
41,10,18,918,1,1,0,0,0,2
41,10,18,919,1,1,0,0,0,1
41,10,18,920,2,1,22,0,0,3
41,10,18,921,1,1,0,0,0,1
41,10,18,922,1,2,0,0,0,2
41,10,18,923,1,1,4,0,0,9
41,10,18,924,1,2,4,0,0,1
41,10,18,925,1,3,1,0,0,1
41,10,18,926,1,2,3,0,0,6
41,10,18,927,1,2,0,0,0,6
41,10,18,928,1,2,2,0,0,6
41,10,18,929,1,2,0,0,0,2
41,10,18,930,1,1,1,0,0,1
41,10,18,931,1,1,0,0,0,2
41,10,18,932,1,2,7,0,0,7
41,10,18,933,1,1,6,0,0,6
41,10,18,934,1,1,0,0,0,2
41,10,18,935,1,1,0,0,0,1
41,10,18,936,1,4,0,0,0,2
41,10,18,937,1,1,0,0,0,1
41,10,18,938,1,1,3,0,0,5
41,10,18,939,1,1,0,0,0,2
41,10,18,940,2,1,1,0,0,1
41,10,18,941,2,2,3,0,0,0
41,10,18,942,1,1,1,0,0,4
41,10,18,943,1,1,0,0,0,1
41,10,18,944,1,1,0,0,0,2
41,10,18,945,4,5,6,0,0,1
41,10,18,946,1,3,0,0,0,8
41,10,18,947,1,1,0,0,0,1
41,10,18,948,2,2,1,0,0,3
41,10,18,949,1,1,0,0,0,2
41,10,18,950,1,2,1,0,0,2
41,10,18,951,1,1,5,0,0,5
41,10,18,952,1,2,7,0,0,7
41,10,18,953,3,1,3,0,0,4
41,10,17,954,2,3,0,0,0,3
41,10,17,955,1,1,8,0,0,0
41,10,17,956,1,1,0,0,0,1
41,10,17,957,2,4,2,0,0,4
41,10,17,958,2,1,1,0,0,3
41,10,17,959,9,1,2,0,0,8
41,10,17,960,1,1,0,0,0,1
41,10,17,961,1,1,0,0,0,5
41,10,17,962,2,2,1,0,0,4
41,10,17,963,1,1,1,0,0,1
41,10,17,964,20,22,51,0,0,48
41,10,17,965,1,1,2,0,0,2
41,10,17,966,1,1,0,0,0,8
41,10,17,967,3,2,10,0,0,4
41,10,17,968,3,3,7,0,0,3
41,10,17,969,1,2,0,0,0,5
41,10,17,970,1,1,1,0,0,3
41,10,17,971,3,3,3,0,0,1
41,10,17,972,1,1,1,0,0,1
41,10,17,973,3,3,3,0,0,3
41,10,17,974,2,1,1,0,0,6
41,10,17,975,1,1,2,0,0,1
41,10,17,976,1,1,0,0,0,1
41,10,17,977,1,3,0,0,0,2
41,10,17,978,1,2,0,0,0,3
41,10,17,979,1,2,8,0,0,4
41,10,17,980,1,2,0,0,0,5
41,10,17,981,1,4,1,0,0,4
41,10,17,982,1,3,0,0,0,4
41,10,17,983,4,2,2,0,0,4
41,10,17,984,1,1,4,0,0,1
41,10,17,985,1,4,0,0,0,0
41,10,17,986,1,1,0,0,0,3
41,10,17,987,1,1,14,0,0,3
41,10,17,988,2,3,4,0,0,8
41,10,17,989,2,3,5,0,0,2
41,10,17,990,1,2,2,0,0,7
41,10,17,991,2,3,7,0,0,1
41,10,17,992,2,1,7,0,0,2
41,10,17,993,1,1,0,0,0,2
41,10,17,994,2,6,4,0,0,3
41,10,17,995,1,1,0,0,0,0
41,10,17,996,1,1,0,0,0,2
41,10,17,997,2,3,5,0,0,7
41,10,17,998,1,1,0,0,0,3
41,10,17,999,1,1,1,2,0,4
41,10,17,1000,1,2,4,0,0,4
41,10,17,1001,7,3,13,0,0,6
41,10,17,1002,2,2,1,0,0,1
41,10,17,1003,1,2,0,0,0,2
41,10,17,1004,1,0,5,0,0,2
41,10,17,1005,1,1,0,0,0,3
41,10,17,1006,6,0,20,0,0,4
41,10,17,1007,1,2,1,0,0,5
41,10,17,1008,1,1,1,0,0,1
41,10,17,1009,1,0,0,0,0,1
41,10,17,1010,1,1,5,0,0,2
41,10,17,1011,1,1,3,0,0,4
41,10,17,1012,1,1,1,0,0,2
41,10,17,1013,1,1,10,0,0,2
41,10,17,1014,2,1,2,0,0,5
41,10,17,1015,2,2,0,0,0,1
41,10,17,1016,2,1,0,0,0,4
41,10,17,1017,1,1,0,0,0,3
41,10,17,1018,1,1,1,0,0,1
41,10,17,1019,1,2,0,0,0,4
41,10,17,1020,1,3,0,0,0,2
41,10,17,1021,1,1,0,0,0,1
41,10,17,1022,1,1,3,0,0,1
41,10,17,1023,2,2,7,0,0,4
41,10,17,1024,1,1,0,0,0,2
41,10,17,1025,2,1,4,0,0,2
41,10,16,1026,1,1,1,0,0,5
41,10,16,1027,1,1,0,0,0,1
41,10,16,1028,22,3,6,0,0,1
41,10,16,1029,2,2,0,0,0,2
41,10,16,1030,2,2,0,0,0,3
41,10,16,1031,3,4,0,0,0,0
41,10,16,1032,2,3,6,0,0,3
41,10,16,1033,1,2,0,0,0,2
41,10,16,1034,1,3,1,0,0,4
41,10,16,1035,1,1,0,0,0,2
41,10,16,1036,7,9,16,0,0,3
41,10,16,1037,1,1,1,0,0,4
41,10,16,1038,1,2,0,0,0,2
41,10,16,1039,1,1,13,0,0,3
41,10,16,1040,1,1,0,0,0,2
41,10,16,1041,4,4,4,0,0,5
41,10,16,1042,4,4,10,0,0,6
41,10,16,1043,2,6,4,0,0,1
41,10,16,1044,1,1,16,0,0,1
41,10,16,1045,2,2,1,0,0,4
41,10,16,1046,1,1,8,0,0,4
41,10,16,1047,3,6,7,0,0,3
41,10,16,1048,1,2,1,0,0,2
41,10,16,1049,1,3,4,0,0,2
41,10,16,1050,3,3,6,0,0,4
41,10,16,1051,1,1,0,0,0,2
41,10,16,1052,1,1,2,0,0,4
41,10,16,1053,1,1,4,0,0,3
41,10,16,1054,4,14,14,0,0,4
41,10,16,1055,1,1,1,0,0,2
41,10,16,1056,1,1,0,0,0,3
41,10,16,1057,2,2,0,0,0,7
41,10,16,1058,1,1,0,0,0,1
41,10,16,1059,1,1,0,0,0,2
41,10,16,1060,1,1,0,0,0,1
41,10,16,1061,1,1,0,0,0,2
41,10,16,1062,1,1,1,0,0,2
41,10,16,1063,1,2,0,0,0,1
41,10,16,1064,1,2,14,0,0,2
41,10,16,1065,1,1,3,0,0,2
41,10,16,1066,1,3,0,0,0,3
41,10,16,1067,5,15,12,0,0,2
41,10,16,1068,1,1,0,0,0,2
41,10,16,1069,1,1,0,0,0,0
41,10,16,1070,4,5,0,0,0,8
41,10,16,1071,1,1,1,0,0,2
41,10,16,1072,66,57,0,0,0,5
41,10,16,1073,2,2,1,0,0,6
41,10,16,1074,1,1,0,0,0,2
41,10,16,1075,1,3,0,0,0,2
41,10,16,1076,1,1,0,0,0,1
41,10,16,1077,1,1,3,1,0,3
41,10,16,1078,1,2,1,0,0,2
41,10,16,1079,1,1,1,0,0,3
41,10,16,1080,1,1,0,0,0,4
41,10,16,1081,2,3,0,0,0,2
41,10,16,1082,1,1,0,0,0,3
41,10,16,1083,1,1,1,0,0,1
41,10,16,1084,3,4,3,0,0,2
41,10,16,1085,2,1,0,0,0,3
41,10,16,1086,1,1,0,0,0,1
41,10,16,1087,2,1,1,0,0,3
41,10,16,1088,1,3,0,0,0,6
41,10,16,1089,1,1,14,0,0,2
41,10,16,1090,1,1,0,0,0,0
41,10,16,1091,1,3,0,0,0,4
41,10,16,1092,1,2,1,0,0,4
41,10,16,1093,1,2,0,0,0,1
41,10,16,1094,4,2,0,0,0,6
41,10,16,1095,1,1,0,0,0,3
41,10,16,1096,1,1,0,0,0,7
41,10,16,1097,1,2,2,0,0,4
41,10,16,1098,1,2,0,0,0,6
41,10,16,1099,3,6,1,0,0,6
41,10,16,1100,3,4,3,0,0,2
41,10,16,1101,1,1,0,0,0,1
41,10,16,1102,3,7,1,0,0,7
41,10,16,1103,1,1,1,0,0,1
41,10,16,1104,1,1,0,0,0,2
41,10,16,1105,2,2,0,0,0,1
41,10,16,1106,3,5,23,0,0,1
41,10,16,1107,1,1,0,0,0,2
41,10,16,1108,1,0,0,0,0,1
41,10,16,1109,2,3,1,0,0,10
41,10,16,1110,1,2,0,0,0,2
41,10,16,1111,1,2,2,0,0,2
41,10,16,1112,3,3,10,0,0,6
41,10,16,1113,2,2,0,0,0,7
41,10,16,1114,1,1,2,0,0,3
41,10,16,1115,1,1,0,0,0,2
41,10,16,1116,1,1,0,0,0,2
41,10,16,1117,1,1,3,0,0,3
41,10,16,1118,1,1,1,0,0,3
41,10,16,1119,1,1,1,0,0,4
41,10,16,1120,1,1,4,0,0,2
41,10,16,1121,3,4,0,0,0,4
41,10,16,1122,2,1,1,0,0,3
41,10,16,1123,4,5,0,0,0,0
41,10,16,1124,1,1,20,0,0,2
41,10,16,1125,1,2,5,0,0,3
41,10,16,1126,1,1,1,0,0,2
41,10,16,1127,5,3,0,0,0,2
41,10,16,1128,1,1,4,0,0,1
41,10,16,1129,2,5,7,0,0,2
41,10,16,1130,1,1,0,0,0,3
41,10,16,1131,2,1,0,0,0,2
41,10,16,1132,2,1,14,0,0,1
41,10,16,1133,1,1,0,0,0,2
41,10,16,1134,1,3,0,0,0,7
41,10,16,1135,1,1,0,0,0,1
41,10,16,1136,1,3,1,0,0,4
41,10,16,1137,5,8,28,0,0,4
41,10,16,1138,1,3,0,0,0,2
41,10,16,1139,1,1,0,0,0,1
41,10,16,1140,1,2,0,0,0,7
41,10,16,1141,1,1,0,0,0,2
41,10,16,1142,4,1,3,0,0,3
41,10,16,1143,1,1,0,0,0,2
41,10,16,1144,1,1,6,0,0,3
41,10,16,1145,1,2,0,0,0,2
41,10,16,1146,1,2,0,0,0,3
41,10,16,1147,1,2,0,0,0,2
41,10,16,1148,10,6,0,0,0,16
41,10,16,1149,1,3,0,0,0,3
41,10,16,1150,2,3,18,0,0,4
41,10,16,1151,1,2,0,0,0,2
41,10,16,1152,1,1,0,0,0,4
41,10,16,1153,1,1,0,0,0,2
41,10,16,1154,1,1,1,0,0,2
41,10,16,1155,1,1,7,0,0,1
41,10,16,1156,2,5,1,0,0,3
41,10,16,1157,2,2,1,0,0,7
41,10,16,1158,3,2,5,0,0,3
41,10,16,1159,1,2,0,0,0,3
41,10,16,1160,1,1,1,0,0,2
41,10,16,1161,1,1,2,0,0,4
41,10,16,1162,2,5,1,0,0,4
41,10,16,1163,2,3,4,0,0,8
41,10,16,1164,1,1,2,0,0,3
41,10,16,1165,3,3,0,0,0,1
41,10,16,1166,1,1,0,0,0,1
41,10,16,1167,1,3,0,0,0,5
41,10,16,1168,1,2,2,0,0,3
41,10,16,1169,1,1,1,0,0,0
41,10,16,1170,2,3,0,0,0,1
41,10,16,1171,1,2,0,0,0,3
41,10,16,1172,1,1,0,0,0,1
41,10,16,1173,1,0,5,0,0,5
41,10,16,1174,1,2,2,0,0,2
41,10,16,1175,1,2,1,0,0,2
41,10,16,1176,1,1,0,0,0,2
41,10,16,1177,2,1,2,0,0,2
41,10,16,1178,1,1,0,0,0,1
41,10,16,1179,1,1,0,0,0,2
41,10,16,1180,1,1,0,0,0,2
41,10,16,1181,1,2,0,0,0,3
41,10,16,1182,1,2,0,0,0,3
41,10,16,1183,1,1,0,0,0,2
41,10,16,1184,2,2,18,0,0,3
41,10,16,1185,22,3,11,0,0,1
41,10,16,1186,1,1,6,0,0,0
41,10,16,1187,2,1,1,0,0,2
41,10,16,1188,1,1,3,0,0,4
41,10,16,1189,1,2,1,0,0,2
41,10,16,1190,2,4,3,0,0,8
41,10,16,1191,3,2,0,0,0,1
41,10,16,1192,7,15,5,0,0,4
41,10,16,1193,1,2,42,0,0,6
41,10,16,1194,1,2,3,0,0,3
41,10,16,1195,1,2,0,0,0,2
41,10,16,1196,2,3,45,0,0,7
41,10,16,1197,1,1,0,0,0,0
41,10,16,1198,1,9,0,0,0,4
41,10,16,1199,1,1,2,0,0,3
41,10,16,1200,2,5,1,0,0,3
41,10,16,1201,1,2,0,0,0,3
41,10,16,1202,2,1,7,0,0,3
41,10,16,1203,1,1,2,0,0,4
41,10,16,1204,4,3,1,0,0,4
41,10,16,1205,1,2,1,0,0,2
41,10,16,1206,1,15,1,0,0,7
41,10,16,1207,1,1,4,0,0,1
41,10,16,1208,1,1,0,0,0,2
41,10,16,1209,1,2,0,0,0,2
41,10,16,1210,2,1,7,0,0,3
41,10,16,1211,1,1,1,0,0,4
41,10,16,1212,1,2,0,0,0,2
41,10,16,1213,1,1,0,0,0,1
41,10,16,1214,3,4,5,0,0,4
41,10,16,1215,4,1,1,0,0,2
41,10,16,1216,1,1,0,0,0,2
41,10,16,1217,2,3,1,0,0,4
41,10,16,1218,2,2,6,0,0,3
41,10,16,1219,1,2,3,0,0,3
41,10,16,1220,2,5,2,0,0,12
41,10,16,1221,1,2,1,0,0,1
41,10,16,1222,1,1,1,0,0,5
41,10,16,1223,1,2,0,0,0,2
41,10,16,1224,1,1,0,0,0,1
41,10,16,1225,1,4,3,0,0,3
41,10,16,1226,1,3,3,0,0,4
41,10,16,1227,2,1,3,0,0,1
41,10,16,1228,1,1,1,0,0,1
41,10,16,1229,1,1,1,0,0,3
41,10,16,1230,1,2,2,0,0,5
41,10,16,1231,1,2,0,0,0,1
41,10,16,1232,1,1,1,0,0,9
41,10,16,1233,1,1,4,0,0,1
41,10,16,1234,1,1,2,0,0,2
41,10,16,1235,1,2,0,0,0,2
41,10,16,1236,1,1,0,0,0,3
41,10,16,1237,2,2,2,0,0,8
41,10,16,1238,2,1,0,0,0,1
41,10,16,1239,1,2,0,0,0,2
41,10,16,1240,1,1,0,0,0,1
41,10,15,1241,1,1,0,0,0,2
41,10,15,1242,2,1,10,0,0,1
41,10,15,1243,2,1,2,0,0,1
41,10,15,1244,2,5,1,0,0,6
41,10,15,1245,2,4,0,0,0,0
41,10,15,1246,5,8,34,0,0,3
41,10,15,1247,1,1,0,0,0,2
41,10,15,1248,1,1,0,0,0,3
41,10,15,1249,1,2,2,0,0,2
41,10,15,1250,1,2,0,0,0,10
41,10,15,1251,1,1,0,0,0,2
41,10,15,1252,1,1,2,0,0,1
41,10,15,1253,1,4,0,0,0,4
41,10,15,1254,1,1,0,0,0,0
41,10,15,1255,2,3,1,0,0,7
41,10,15,1256,1,1,5,0,0,3
41,10,15,1257,1,3,0,0,0,3
41,10,15,1258,1,2,0,0,0,10
41,10,15,1259,2,1,3,0,0,0
41,10,15,1260,1,1,1,0,0,3
41,10,15,1261,1,2,1,0,0,5
41,10,15,1262,1,1,0,0,0,1
41,10,15,1263,2,3,1,0,0,12
41,10,15,1264,1,3,2,0,0,2
41,10,15,1265,1,1,0,0,0,1
41,10,15,1266,1,1,7,0,0,3
41,10,15,1267,2,2,0,0,0,2
41,10,15,1268,1,2,43,0,0,2
41,10,15,1269,1,2,1,0,0,6
41,10,15,1270,1,1,8,0,0,2
41,10,15,1271,2,3,3,0,0,2
41,10,15,1272,6,5,18,0,0,2
41,10,15,1273,1,2,0,0,0,3
41,10,15,1274,1,0,5,0,0,1
41,10,15,1275,2,1,21,0,0,1
41,10,15,1276,1,2,0,0,0,0
41,10,15,1277,1,3,1,0,0,4
41,10,15,1278,1,1,0,0,0,4
41,10,15,1279,2,2,2,0,0,2
41,10,15,1280,2,2,1,0,0,3
41,10,15,1281,3,4,10,0,0,4
41,10,15,1282,1,2,3,0,0,5
41,10,15,1283,2,2,3,0,0,2
41,10,15,1284,1,3,0,0,0,2
41,10,15,1285,5,6,22,0,0,6
41,10,15,1286,1,3,0,0,0,4
41,10,15,1287,1,1,55,0,0,3
41,10,15,1288,6,5,5,0,0,4
41,10,15,1289,1,2,0,0,0,2
41,10,15,1290,2,1,2,0,0,4
41,10,15,1291,1,4,1,0,0,1
41,10,15,1292,1,3,3,0,0,6
41,10,15,1293,4,1,3,0,0,4
41,10,15,1294,1,1,0,0,0,2
41,10,15,1295,3,1,1,0,0,1
41,10,15,1296,1,2,0,0,0,4
41,10,15,1297,1,1,3,0,0,3
41,10,15,1298,4,3,19,0,0,5
41,10,15,1299,1,1,2,0,0,3
41,10,15,1300,1,1,10,0,0,1
41,10,15,1301,1,1,0,0,0,3
41,10,15,1302,3,1,3,0,0,4
41,10,15,1303,1,1,0,0,0,4
41,10,15,1304,1,1,1,0,0,1
41,10,15,1305,1,1,1,0,0,3
41,10,15,1306,1,1,2,0,0,1
41,10,15,1307,1,1,0,0,0,1
41,10,15,1308,2,5,27,0,0,7
41,10,15,1309,2,1,0,0,0,1
41,10,15,1310,1,2,0,0,0,3
41,10,15,1311,1,4,2,0,0,5
41,10,15,1312,1,5,2,0,0,4
41,10,15,1313,1,0,1,0,0,1
41,10,15,1314,1,3,0,0,0,3
41,10,15,1315,1,4,0,0,0,1
41,10,15,1316,1,2,0,0,0,1
41,10,15,1317,1,2,0,0,0,3
41,10,15,1318,1,4,1,0,0,3
41,10,15,1319,1,3,0,0,0,2
41,10,15,1320,1,3,0,0,0,1
41,10,15,1321,1,1,0,0,0,3
41,10,15,1322,1,1,0,0,0,2
41,10,15,1323,1,2,1,0,0,2
41,10,15,1324,25,29,2,0,0,1
41,10,15,1325,2,4,1,0,0,5
41,10,15,1326,1,1,0,0,0,9
41,10,15,1327,1,3,0,0,0,2
41,10,15,1328,1,1,0,0,0,1
41,10,15,1329,1,1,1,0,0,1
41,10,15,1330,5,4,4,1,0,12
41,10,15,1331,1,1,0,0,0,2
41,10,15,1332,1,2,0,0,0,2
41,10,15,1333,1,2,1,0,0,6
41,10,15,1334,1,0,0,0,0,0
41,10,15,1335,1,1,0,0,0,4
41,10,15,1336,1,1,2,0,0,1
41,10,15,1337,2,1,0,0,0,3
41,10,15,1338,2,2,13,0,0,3
41,10,15,1339,8,5,0,0,0,4
41,10,15,1340,1,2,0,0,0,3
41,10,15,1341,1,2,0,0,0,4
41,10,15,1342,1,1,2,0,0,2
41,10,15,1343,1,2,0,0,0,2
41,10,15,1344,1,1,0,0,0,4
41,10,15,1345,2,5,7,0,0,4
41,10,15,1346,1,3,0,0,0,3
41,10,15,1347,1,1,3,0,0,2
41,10,15,1348,1,1,1,0,0,0
41,10,15,1349,1,1,1,0,0,2
41,10,15,1350,1,1,0,0,0,3
41,10,15,1351,1,1,1,0,0,1
41,10,15,1352,2,6,0,0,0,13
41,10,15,1353,11,14,63,0,0,3
41,10,15,1354,1,1,2,0,0,3
41,10,15,1355,1,1,4,0,0,1
41,10,15,1356,3,2,0,0,0,1
41,10,15,1357,1,2,0,0,0,2
41,10,15,1358,6,11,18,0,0,5
41,10,15,1359,2,2,3,0,0,2
41,10,15,1360,1,1,1,0,0,2
41,10,15,1361,1,1,0,0,0,2
41,10,15,1362,1,2,0,0,0,3
41,10,15,1363,2,6,5,0,0,3
41,10,15,1364,1,3,0,0,0,4
41,10,15,1365,3,2,9,0,0,10
